VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
3960,DIAGEO NORTH AMERICA INC,2443,Seagrams VO,13.48,16.99,1750,47654,642375.92,47446,902489.54,273169.26,87173.57,257032.07,260113.62,28.821787784931,0.99563520376044,1.4049243004003
660,SAZERAC NORTH AMERICA INC.,2127,Canadian Ltd,7.19,10.49,1750,86887,624717.53,86195,899110.55,183132.56,158367.21,17932.33,274393.02,30.5182738652105,0.992035632488174,1.43922734167553
1392,CONSTELLATION BRANDS INC,6682,R M Woodbridge Chard Cal,6.03,8.99,1500,101547,612328.41,101339,1016328.61,161300.35,22776.05,79528.99,404000.2,39.7509423649896,0.997951687395984,1.65977699777151
3960,DIAGEO NORTH AMERICA INC,3798,Ciroc Apple Vodka,19.83,28.99,750,30830,611358.9,29647,748067.53,157601.68,23348.15,257032.07,136708.63,18.2749049407344,0.961628284138826,1.22361436138412
3960,DIAGEO NORTH AMERICA INC,4262,Capt Morgan Spiced Rum,11.19,13.99,750,54552,610436.88,55710,862422.9,241540.93,43861.64,257032.07,251986.02,29.2183823040877,1.02122745270568,1.41279619278573
1128,BROWN-FORMAN CORP,2015,Jack Daniels Tennessee Honey,18.1,22.99,750,33715,610241.5,32969,771010.31,303753.15,25959.91,68601.68,160768.81,20.8517068987054,0.977873350140887,1.26345112549704
12546,JIM BEAM BRANDS COMPANY,1737,Makers Mark,34.3,51.99,1750,17537,601519.1,16089,823521.11,432234.78,29564.92,123880.97,222002.01,26.9576586810264,0.917431715800878,1.3690689289833
4425,MARTIGNETTI COMPANIES,38370,Oyster Bay Svgn Bl Marlboro,6.59,9.95,750,91140,600612.6,90267,890334.41,124833.98,10138.88,144929.24,289721.81,32.540785433644,0.990421329822252,1.4823771762364
6785,PALM BAY INTERNATIONAL INC,6937,Cavit Pinot Grigio,6.75,9.99,1500,88752,599076,87974,945345.02,164272.29,19771.27,13605.41,346269.02,36.628851125698,0.991234000360555,1.57800516128171
8112,MOET HENNESSY USA INC,4689,Hennessy Privilege VSOP,33.33,45.99,750,17838,594540.54,18005,858571.95,177136.37,14178.85,48347.26,264031.41,30.7523918059517,1.0093620361027,1.44409319842176
4425,MARTIGNETTI COMPANIES,3040,Tito's Handmade Vodka,16.54,23.99,1000,35922,594149.88,34901,842326.99,253126.18,36646.05,144929.24,248177.11,29.4632741140112,0.971577306386059,1.41770118677799
17035,PERNOD RICARD USA,3625,Absolut 80 Proof,12.59,16.99,750,45969,578749.71,44406,785296.94,270297.42,34961.13,123780.22,206547.23,26.3017999280629,0.965998825295308,1.35688524146301
8112,MOET HENNESSY USA INC,7865,Moet & Chandon Imperial,23.97,34.99,750,24088,577389.36,23290,834892.1,249582.16,2606.53,48347.26,257502.74,30.8426370305816,0.966871471272003,1.44597763284034
12546,JIM BEAM BRANDS COMPANY,1346,Knob Creek Bourbon,22.55,29.99,750,25540,575927,22144,684455.56,350154.71,17438.07,123880.97,108528.56,15.8561879459347,0.867032106499609,1.18844152123446
7239,REMY COINTREAU USA INC,5242,Cointreau Liqueur,22.05,29.99,750,25361,559210.05,24770,763368.3,351898.27,19504.75,16978.67,204158.25,26.7443971671341,0.976696502503844,1.36508329920036
7239,REMY COINTREAU USA INC,4722,Remy Martin VSOP Cognac,27.77,34.99,750,19910,552900.7,18637,665392.63,204514.67,14677.69,16978.67,112491.93,16.906097983081,0.936062280261175,1.20345774566753
4425,MARTIGNETTI COMPANIES,6967,Santa Margherita Pnt Grigio,11.89,19.99,750,46257,549995.73,46511,923055.25,185950.74,5216.4,144929.24,373059.52,40.4157302610001,1.00549106081242,1.67829530240171
8664,"STOLI GROUP,(USA) LLC",3630,Stolichnaya Razberi,19.83,24.99,1750,27479,544908.57,27622,700960.78,298569.61,50751.81,18544.49,156052.21,22.2626164619367,1.00520397394374,1.2863823742027
1128,BROWN-FORMAN CORP,2760,Jack Daniels Tennessee Honey,28.02,38.99,1750,19219,538516.38,18250,701171.5,345701.2,33536.43,68601.68,162655.12,23.1976228354975,0.94958114365992,1.30204303163443
3960,DIAGEO NORTH AMERICA INC,8178,Bulleit Bourbon,18.51,25.99,750,28421,526072.71,27204,724379.96,301943.56,21421.64,257032.07,198307.25,27.3761369654677,0.957179550332501,1.37695787337077
3089,SIDNEY FRANK IMPORTING CO,5445,Jagermeister Liqueur,11.76,15.99,750,44330,521320.8,41133,661672.67,253884.34,32383.34,8549.55,140351.87,21.2116770668494,0.927881795623731,1.2692236143273
3252,E & J GALLO WINERY,14006,Apothic Winemakers Red Blend,5.44,9.99,750,94779,515597.76,91600,812899.38,143899.93,10283.26,61966.91,297301.62,36.5729913584139,0.96645881471634,1.57661542206855
3664,WILLIAM GRANT & SONS INC,3238,Hendrick's Gin,22.83,29.99,750,22352,510296.16,20847,632474.53,294114.64,16416.8,30234.42,122178.37,19.31751623263,0.932668217609163,1.23942639505655
12546,JIM BEAM BRANDS COMPANY,3980,Hornitos Reposado Tequila,31.99,39.99,1750,15805,505601.95,15381,565522.19,323365.62,28264.51,123880.97,59920.2400000001,10.5955594775158,0.973173046504271,1.11851267583125
7245,PROXIMO SPIRITS INC.,3776,Jose Cuervo Especial Silver,18.56,25.99,1750,26795,497315.2,25596,684036.04,295186.91,47031.43,38994.78,186720.84,27.296930144207,0.955252845680164,1.37545773786926
3960,DIAGEO NORTH AMERICA INC,3746,Gordons Vodka 80 Proof,8.52,12.99,1750,58309,496792.68,57845,724360.55,188936.74,106278.68,257032.07,227567.87,31.4163809721554,0.992042394827557,1.45807412057682
17035,PERNOD RICARD USA,3728,Absolut Citron,18.93,24.99,1750,25959,491403.87,26222,658689.78,288436.23,48180.15,123780.22,167285.91,25.396767200487,1.01013136099233,1.34042448627847
3924,HEAVEN HILL DISTILLERIES,3243,Burnetts Vodka,8.26,10.49,1750,57575,475569.5,57067,648535.33,182200.23,104847.72,14069.87,172965.83,26.670224735482,0.991176726009553,1.36370252928331
3089,SIDNEY FRANK IMPORTING CO,5440,Jagermeister Liqueur,25.92,34.99,1750,18298,474284.16,18082,621256.18,318571.82,33226.63,8549.55,146972.02,23.6572326733233,0.988195431194666,1.30988178057644
480,BACARDI USA INC,4245,Bacardi Superior Rum,7.93,11.99,750,58816,466410.88,58320,643474.8,167950.57,45919.42,89286.27,177063.92,27.5168382662382,0.991566920565832,1.37963076676084
9165,ULTRA BEVERAGE COMPANY LLP,36378,MezzaCorona Pnt Grigio,6.83,9.97,1500,68084,465013.72,67195,695816.41,155747.37,15097.47,68054.7,230802.69,33.1700555898071,0.986942600317255,1.49633522641009
3664,WILLIAM GRANT & SONS INC,4198,Sailor Jerry Spiced Navy Rum,17.51,24.99,1750,25998,455224.98,23008,575754.92,288223.98,42276.16,30234.42,120529.94,20.9342440356393,0.884991153165628,1.26477004842748
10000,MAJESTIC FINE WINES,24325,La Crema Chard Sonoma Cst,10.88,15.99,750,41274,449061.12,39387,658288.13,155090.73,4415.6,17587.59,209227.01,31.7835003344204,0.954281145515337,1.46592100870367
17035,PERNOD RICARD USA,5735,Malibu Rum,9.29,11.99,750,48121,447044.09,46557,598769.43,181685.19,36656.77,123780.22,151725.34,25.3395267690937,0.967498597286008,1.33939681430527
8112,MOET HENNESSY USA INC,5342,Grand Marnier,19.85,28.99,750,22234,441344.9,22623,687309.77,335050.78,17815.45,48347.26,245964.87,35.7866104536823,1.01749572726455,1.55730760681725
2555,DISARONNO INTERNATIONAL LLC,5311,Amaretto DiSaronno,23.7,31.99,1750,18409,436293.3,18376,667168.24,306347.94,33767.5,5861.03,230874.94,34.6052054276445,0.998207398555055,1.52917370035249
1392,CONSTELLATION BRANDS INC,19748,Clos du Bois Chard,9.2,13.99,1500,47153,433807.6,46069,701955.59,166739.16,10347.03,79528.99,268147.99,38.2001359943583,0.977011006722796,1.61812653812427
8112,MOET HENNESSY USA INC,3668,Belvedere Polish Vodka,34.12,42.99,1750,12713,433767.56,12218,536414.82,282790.95,22452.64,48347.26,102647.26,19.1357986716325,0.961063478329269,1.23664116329953
2561,EDRINGTON AMERICAS,2520,The Macallan 12 Yr Old,42.21,62.99,750,10227,431681.67,9713,572039.87,344176.98,7651.83,9654.5,140358.2,24.5364365948828,0.949740881979075,1.32514283036387
3960,DIAGEO NORTH AMERICA INC,8202,Sambuca Romana,13.33,17.99,750,32375,431558.75,31816,606781.84,219853.86,25052.7,257032.07,175223.09,28.877444651277,0.982733590733591,1.40602372214675
3960,DIAGEO NORTH AMERICA INC,3276,Gordons London Dry,9.62,14.99,1750,44631,429350.22,44434,643753.66,185732.19,81641.21,257032.07,214403.44,33.3051993832548,0.995586027648944,1.49936725314826
3960,DIAGEO NORTH AMERICA INC,497,Capt Morgan Spiced Rum,14.7,19.99,1000,29200,429240,29238,584467.62,145247.34,30699.9,257032.07,155227.62,26.5588057726791,1.00130136986301,1.36163363153481
3960,DIAGEO NORTH AMERICA INC,1883,Seagrams 7 Crown,13.23,17.99,1750,32253,426707.19,32430,583415.7,227105.76,59584.78,257032.07,156708.51,26.8605232941109,1.00548786159427,1.36725069010438
3960,DIAGEO NORTH AMERICA INC,2767,Johnnie Walker Blue Label,139.7,189.99,750,2963,413931.1,2761,548648.39,399868.02,2176.61,257032.07,134717.29,24.554394482047,0.931825852176848,1.32545824655359
17035,PERNOD RICARD USA,482,Absolut 80 Proof,14.28,21.99,1000,28888,412520.64,27866,599601.34,198436.06,29259.3,123780.22,187080.7,31.200847549807,0.964621988368873,1.45350627789194
3960,DIAGEO NORTH AMERICA INC,8778,Bulleit Bourbon,37.29,49.99,1750,10966,408922.14,10796,525233.04,304106.57,19841.33,257032.07,116310.9,22.1446274590799,0.984497537844246,1.28443287516787
1128,BROWN-FORMAN CORP,1220,Woodford Reserve Bourbon,21.89,29.99,750,18645,408139.05,18408,589481.92,293510.15,14496.36,68601.68,181342.87,30.7630927849322,0.987288817377313,1.44431639168073
3960,DIAGEO NORTH AMERICA INC,2418,Crown Royal Regal Apple,16.53,22.99,750,24558,405943.74,24284,570271.16,263621.23,19122.7,257032.07,164327.42,28.815663762481,0.988842739636778,1.40480343409163
1392,CONSTELLATION BRANDS INC,8504,R M Woodbridge Cab Svgn Cal,5.84,8.99,1500,69263,404495.92,68667,686725.33,148661.02,15427.26,79528.99,282229.41,41.0978593144365,0.991395117162121,1.69773116623772
660,SAZERAC NORTH AMERICA INC.,3684,Fleischmanns Royal Vodka,7.68,9.99,1750,52351,402055.68,51954,527560.96,156288.16,95452.87,17932.33,125505.28,23.7897209073241,0.992416572749327,1.31215895271023
3252,E & J GALLO WINERY,14622,La Marca Prosecco,8.66,12.99,750,46387,401711.42,45608,558344.69,124562.16,5114.6,61966.91,156633.27,28.0531493905673,0.983206501821631,1.38991490458499
8004,SAZERAC CO INC,3246,Bentley's Vodka,6.71,8.79,1750,59841,401533.11,59245,520763.55,136913.04,108849.58,50293.62,119230.44,22.8953120854945,0.990040273391153,1.29693800344385
17035,PERNOD RICARD USA,8339,The Glenlivet 12 Yr Single,30.21,42.99,750,13250,400282.5,12463,544906.37,335249.38,9818.56,123780.22,144623.87,26.541049611881,0.940603773584906,1.36130450369427
2555,DISARONNO INTERNATIONAL LLC,5312,Amaretto DiSaronno,14.7,21.99,750,27186,399634.2,26178,571763.22,228705.95,20614.87,5861.03,172129.02,30.1049479887846,0.962922092253366,1.43071644018455
3960,DIAGEO NORTH AMERICA INC,1869,Oban 14-Yr Single Malt,40.14,54.99,750,9892,397064.88,9219,549291.81,302801.33,7262.52,257032.07,152226.93,27.7133077953593,0.931965224423777,1.38338049439175
8112,MOET HENNESSY USA INC,8622,Dom Perignon,87.09,145.99,750,4544,395736.96,4127,589317.73,312139.21,459.15,48347.26,193580.77,32.8482854232131,0.908230633802817,1.48916525259607
3960,DIAGEO NORTH AMERICA INC,1868,Lagavulin Single Malt 16-Yr,49.62,66.99,750,7821,388078.02,7644,550740.56,334191.73,6022.61,257032.07,162662.54,29.5352388790831,0.977368622938243,1.419149066984
480,BACARDI USA INC,508,Bacardi Superior Rum,9.77,12.99,1000,38957,380609.89,38335,522309.15,123060.88,40251.75,89286.27,141699.26,27.1293849629094,0.984033678157969,1.37229526537001
3924,HEAVEN HILL DISTILLERIES,1180,Evan Williams Black Label B,13.07,16.99,1750,29070,379944.9,28291,543425.09,233334.65,51982.14,14069.87,163480.19,30.0832981414237,0.973202614379085,1.4302734159611
8112,MOET HENNESSY USA INC,4673,Hennessy VS Cognac,46.66,69.99,1750,8132,379439.12,8118,549271.82,225142.98,14917.3,48347.26,169832.7,30.9196091654584,0.998278406296114,1.447588798962
1128,BROWN-FORMAN CORP,2143,Canadian Mist,10.07,12.99,1750,37653,379165.71,37763,518089.37,180374.16,69382.94,68601.68,138923.66,26.8146130849973,1.00292141396436,1.36639299476738
4425,MARTIGNETTI COMPANIES,11214,Caymus Cab Svgn Napa Vly,50.33,74.99,750,7505,377726.65,7612,534970.92,222174.11,849.17,144929.24,157244.27,29.3930499998018,1.01425716189207,1.41629117246559
17035,PERNOD RICARD USA,2646,Chivas Regal,43.3,58.99,1750,8702,376796.6,8233,462119.67,267131.53,15131.22,123780.22,85323.07,18.4634144657811,0.946104343829005,1.22644331185579
7245,PROXIMO SPIRITS INC.,8691,Jose Cuervo Especial,11.9,14.99,750,31495,374790.5,31383,494108.17,216863.36,24709.81,38994.78,119317.67,24.1480868450323,0.996443879980949,1.31835830950891
3960,DIAGEO NORTH AMERICA INC,4330,Capt Morgan Spiced Rum 100,20.79,25.99,1750,17755,369126.45,17633,482985.67,267976.33,32401.76,257032.07,113859.22,23.5740368860219,0.993128696141932,1.30845586925564
1485,CASTLE BRANDS CORP.,4225,Goslings Black Seal Bermuda,18.37,24.99,1750,20089,369034.93,20179,522535.21,230329.08,37080.62,8497.59,153500.28,29.3760644378395,1.00448006371646,1.41595054430213
1392,CONSTELLATION BRANDS INC,6479,Clos du Bois Chard,5.95,8.99,750,61869,368120.55,61253,567452.47,110538.35,6872.19,79528.99,199331.92,35.1275094458572,0.990043478963617,1.54148544546073
4425,MARTIGNETTI COMPANIES,3485,Luksusowa Potato Vodka,15.03,19.99,1750,24202,363756.06,23843,485688.57,237850.84,43809.65,144929.24,121932.51,25.1050812251974,0.985166515164036,1.33520406505393
17035,PERNOD RICARD USA,800,Jameson Irish Whiskey,24.02,31.99,1000,15142,363710.84,14506,468587.94,124940.36,15231.3,123780.22,104877.1,22.381519251221,0.957997622506934,1.28835296742874
12546,JIM BEAM BRANDS COMPANY,1345,Basil Hayden Bourbon,28.45,37.99,750,12761,363050.45,12902,494732.98,272052.08,10162.8,123880.97,131682.53,26.6168893773769,1.01104929080793,1.36271138074612
3664,WILLIAM GRANT & SONS INC,1956,Balvenie 12 Yr Doublewood S,39.99,53.99,750,9013,360429.87,7922,456461.78,290627.85,6241.49,30234.42,96031.91,21.0383243915843,0.878952623987574,1.26643715738654
17035,PERNOD RICARD USA,2932,Jameson Black Barrel,24.61,31.99,750,14642,360339.62,13785,444452.15,262340.49,10859.05,123780.22,84112.53,18.9249911379661,0.941469744570414,1.23342570544976
12546,JIM BEAM BRANDS COMPANY,5391,Kamora Coffee,12.02,15.99,1750,29914,359566.28,29911,491568.89,219621.59,54956.1,123880.97,132002.61,26.8533287368938,0.999899712509193,1.36711621011848
3960,DIAGEO NORTH AMERICA INC,1384,Bulleit 95 Rye,18.93,25.99,750,18900,357777,17620,470254.8,239842.66,13877.41,257032.07,112477.8,23.9184799389608,0.932275132275132,1.31437962753335
1392,CONSTELLATION BRANDS INC,38546,Mark West Pnt Nr Sonoma,5.06,9.99,750,70531,356886.86,70188,675519.62,133090.85,7876,79528.99,318632.76,47.1685426398126,0.995136890161773,1.89281168827566
12546,JIM BEAM BRANDS COMPANY,3982,Hornitos Reposado Tequila,14.38,19.99,750,24801,356638.38,22099,469603.01,226692.6,17402.72,123880.97,112964.63,24.0553462380916,0.891052780129834,1.31674838249321
3252,E & J GALLO WINERY,3180,New Amsterdam Vodka,10.94,16.99,1750,32413,354598.22,33938,581784.62,232222.54,62355.96,61966.91,227186.4,39.0499150699446,1.04704902353994,1.64068680322197
1128,BROWN-FORMAN CORP,1789,Jack Daniels Tennesse Fire,17.16,22.99,750,20590,353324.4,20025,469722.75,237927.51,15770.39,68601.68,116398.35,24.7802240789913,0.972559494900437,1.32943762163043
1485,CASTLE BRANDS CORP.,1269,Jeffersons Bourbon,19.11,25.99,750,18458,352732.38,16976,447608.24,227255.99,13370.66,8497.59,94875.86,21.1961826261286,0.919709611008777,1.26897405903025
3960,DIAGEO NORTH AMERICA INC,3456,Tanqueray Sterling Vodka,13.27,18.99,1750,26543,352225.61,25684,483047.16,171496.45,47193.95,257032.07,130821.55,27.0825627046436,0.967637418528426,1.37141407747154
4425,MARTIGNETTI COMPANIES,23143,Bogle Chard,4.65,6.79,750,74342,345690.3,72139,591669.53,101451.92,8099.38,144929.24,245979.23,41.5737531726537,0.970366683705039,1.71155953753982
1128,BROWN-FORMAN CORP,1231,Jack Daniels No 7 Black,9.48,12.99,375,36450,345546,35733,435377.67,192455.16,14044.22,68601.68,89831.67,20.6330448688377,0.980329218106996,1.25997022104148
480,BACARDI USA INC,3344,Bombay Sapphire Gin,14.49,19.99,750,23798,344833.02,24620,516761.8,236205.7,19388.25,89286.27,171928.78,33.2704120157488,1.03454071770737,1.49858560528803
8004,SAZERAC CO INC,5191,Fireball Cinnamon Whiskey,7.93,9.99,375,43352,343781.36,43057,430139.43,167542.29,16928.97,50293.62,86358.07,20.0767620861915,0.99319523897398,1.25120055956495
3960,DIAGEO NORTH AMERICA INC,3878,Smirnoff 80 Proof,7.96,10.99,750,43015,342399.4,43690,499703.1,175166.17,34397.94,257032.07,157303.7,31.4794324870108,1.01569220039521,1.45941581673332
3960,DIAGEO NORTH AMERICA INC,3352,Ciroc Coconut Vodka,18.79,24.99,750,18095,340005.05,18976,474449.24,91916.84,14945.69,257032.07,134444.19,28.3368964823297,1.04868748273004,1.39541821511181
12546,JIM BEAM BRANDS COMPANY,3253,Gilbeys London Dry,9.08,12.49,1750,37423,339800.84,37497,463220.03,154889.61,68894.6,123880.97,123419.19,26.6437507030946,1.00197739358149,1.36321037346465
3664,WILLIAM GRANT & SONS INC,1921,Glenfiddich Special Rsv 12,52.71,67.99,1750,6436,339241.56,5463,379168.37,230498.02,10040.87,30234.42,39926.81,10.5301003878567,0.848819142324425,1.11769433556431
3960,DIAGEO NORTH AMERICA INC,4264,Capt Morgan Spiced Rum Trav,11.53,16.99,750,29352,338428.56,28860,447487.4,211607.67,22722.45,257032.07,109058.84,24.3713767136237,0.98323793949305,1.32225069893628
3960,DIAGEO NORTH AMERICA INC,2752,Johnnie Walker Black Label,26.31,38.99,750,12778,336189.18,13083,490792.17,271655.89,10306.04,257032.07,154602.99,31.5007042594017,1.02386915010174,1.45986902374431
12546,JIM BEAM BRANDS COMPANY,3997,Hornitos Plata Tequila,14.05,19.99,750,23835,334881.75,23007,474637.93,233740.73,18117.01,123880.97,139756.18,29.4447980590173,0.965261170547514,1.41732993810502
3664,WILLIAM GRANT & SONS INC,3234,Hendrick's Gin,45.92,62.99,1750,7290,334756.8,7465,467921.35,294818.1,13719.89,30234.42,133164.55,28.4587463256378,1.02400548696845,1.39779490663072
8004,SAZERAC CO INC,1767,Buffalo Trace Bourbon,19.37,24.99,750,17274,334597.38,16336,412468.64,203881.09,12865.98,50293.62,77871.26,18.8793164978554,0.945698737987727,1.23273123059123
3664,WILLIAM GRANT & SONS INC,5337,Drambuie,20.6,27.99,750,16167,333040.2,14262,394423.38,219275.17,11234.04,30234.42,61383.18,15.5627640531857,0.882167377992206,1.18431162364183
7239,REMY COINTREAU USA INC,4437,Mount Gay Eclipse,23.48,30.99,1750,14171,332735.08,13562,461672.38,235529.35,24922.55,16978.67,128937.3,27.9283114142544,0.957024910027521,1.38750738275026
1392,CONSTELLATION BRANDS INC,11213,Meiomi Pnt Nr,12.66,19.99,750,26190,331565.4,25652,503067.48,150294.92,2871.66,79528.99,171502.08,34.0912674379191,0.979457808323788,1.51724962858006
8004,SAZERAC CO INC,5299,Southern Comfort,15.26,21.99,1750,21713,331340.38,19895,412339.05,130310.43,36554.34,50293.62,80998.67,19.6437058289774,0.916271358172523,1.24445758769275
7239,REMY COINTREAU USA INC,782,Remy Martin 1738 Accord Ryl,35.15,54.99,750,9415,330937.25,9148,444072.52,151788.57,7204.4,16978.67,113135.27,25.4767554632743,0.971640998406798,1.34186320820639
